0	1002525	1
1	1002528	1
2	1002529	1
3	1002530	1
4	1001423	1
5	1002388	1
6	1002390	1
7	1002478	1
8	1002479	1
9	1000733	1
10	1000734	1
11	1002558	1
12	1002481	1
13	1002596	1
14	1002483	1
15	1002639	1
16	1002642	1
17	1002762	1
18	1002489	1
19	1002769	1
20	1002856	1
21	1002859	1
22	1002877	1
23	1002803	1
24	1002494	1
25	1002531	1
26	1002878	1
27	1002480	1
28	1002890	1
29	1002891	1
30	1003696	1
31	1002649	1
32	1002804	1
33	1002650	1
34	1003719	1
35	1003720	1
36	1003721	1
37	1003722	1
38	1003723	1
39	1003724	1
40	1002534	1
41	1002490	1
42	1003725	1
43	1003726	1
44	1002648	1
45	1003727	1
46	1002532	1
47	1002651	1
48	1002568	1
49	1002570	1
50	1002571	1
51	1002574	1
52	1002579	1
53	1003728	1
54	1003729	1
55	1002541	1
56	1002544	1
57	1002545	1
58	1002546	1
59	1002594	1
60	1003228	1
61	1002643	1
62	1002644	1
63	1002645	1
64	1003736	1
65	1003737	1
66	1003738	1
67	1003739	1
68	1003740	1
69	1003741	1
70	1002653	1
71	1002654	1
72	1003742	1
73	1003743	1
74	1003730	1
75	1003731	1
76	1003732	1
77	1003733	1
78	1003734	1
79	75001	999
80	1001436	1
81	1003758	1
82	1000426	1
83	1002785	99
84	1002791	99
85	1002810	99
86	1002794	99
87	1002797	99
88	1002807	99
89	1002813	99
90	1002816	99
91	1002747	99
92	1002822	99
93	1002752	99
94	1002837	99
95	1001424	99
96	1002167	99
97	1002497	99
98	1002896	99
99	1002899	99
100	1002902	99
101	1002905	99
102	1002908	99
103	1002911	99
104	1002914	99
105	1003759	99
106	1003762	99
107	1003765	99
108	1002953	99
109	1003229	99
110	1002920	99
111	1002923	99
112	1002926	99
113	1002929	99
114	1002932	99
115	1002935	99
116	1002938	99
117	1002941	99
118	1002944	99
119	1002947	99
120	1002950	99
121	1002520	99
122	1002662	99
123	1002538	99
124	1003281	99
125	1003290	99
126	1003291	99
127	1001067	99
128	1002863	99
129	1002865	99
130	1002866	99
131	1002867	99
132	1002509	99
133	1002523	99
134	1002539	99
135	1002548	99
136	1002569	99
137	1002764	99
138	1002766	99
139	1002848	99
140	1002583	99
141	1002580	99
142	1002592	99
143	1003715	99
144	1003668	99
145	1002552	99
146	1002602	99
147	1002805	99
148	1002658	99
149	1002659	99
150	1002660	99
151	1002843	99
152	1002849	99
153	1002852	99
154	1003685	99
155	1002578	99
156	1003686	99
157	1002887	99
158	1000121	99
159	1002542	99
160	1002845	99
